Response	Feature_ID	quantitative_sorting_score	visualization_score	baseline_score
Panobinostat	ENSG00000149541	16260.0	0.86149526	
Panobinostat	ENSG00000149547	16259.0	0.86144227	
Panobinostat	ENSG00000149548	16258.0	0.86138929	
Panobinostat	ENSG00000149658	16257.0	0.8613363	
Panobinostat	ENSG00000149679	16256.0	0.86128331	
Panobinostat	ENSG00000149716	16255.0	0.86123033	
Panobinostat	ENSG00000150201	16254.0	0.86117734	
Panobinostat	ENSG00000149970	16253.0	0.86112436	
Panobinostat	ENSG00000149972	16252.0	0.86107137	
Panobinostat	ENSG00000150045	16251.0	0.86101839	
Panobinostat	ENSG00000150048	16250.0	0.8609654	
Panobinostat	ENSG00000150051	16249.0	0.86091241	
Panobinostat	ENSG00000150054	16248.0	0.86085943	
Panobinostat	ENSG00000150244	16247.0	0.86080644	
Panobinostat	ENSG00000149948	16246.0	0.86075346	
Panobinostat	ENSG00000150275	16245.0	0.86070047	
Panobinostat	ENSG00000150281	16244.0	0.86064749	
Panobinostat	ENSG00000150316	16243.0	0.8605945	
Panobinostat	ENSG00000150347	16242.0	0.86054151	
Panobinostat	ENSG00000150361	16241.0	0.86048853	
Panobinostat	ENSG00000150394	16240.0	0.86043554	
Panobinostat	ENSG00000149968	16239.0	0.86038256	
Panobinostat	ENSG00000149932	16238.0	0.86032957	
Panobinostat	ENSG00000149735	16237.0	0.86027659	
Panobinostat	ENSG00000149806	16236.0	0.8602236	
Panobinostat	ENSG00000149742	16235.0	0.86017061	
Panobinostat	ENSG00000149743	16234.0	0.86011763	
Panobinostat	ENSG00000149761	16233.0	0.86006464	
Panobinostat	ENSG00000149782	16232.0	0.86001166	
Panobinostat	ENSG00000149792	16231.0	0.85995867	
Panobinostat	ENSG00000149798	16230.0	0.85990569	
Panobinostat	ENSG00000149809	16229.0	0.8598527	
Panobinostat	ENSG00000149930	16228.0	0.85979971	
Panobinostat	ENSG00000149922	16227.0	0.85974673	
Panobinostat	ENSG00000149923	16226.0	0.85969374	
Panobinostat	ENSG00000149925	16225.0	0.85964076	
Panobinostat	ENSG00000149926	16224.0	0.85958777	
Panobinostat	ENSG00000149927	16223.0	0.85953479	
Panobinostat	ENSG00000149929	16222.0	0.8594818	
Panobinostat	ENSG00000147885	16221.0	0.85942881	
Panobinostat	ENSG00000147874	16220.0	0.85937583	
Panobinostat	ENSG00000151224	16219.0	0.85932284	
Panobinostat	ENSG00000146221	16218.0	0.85926986	
Panobinostat	ENSG00000146072	16217.0	0.85921687	
Panobinostat	ENSG00000146083	16216.0	0.85916388	
Panobinostat	ENSG00000146085	16215.0	0.8591109	
Panobinostat	ENSG00000146090	16214.0	0.85905791	
Panobinostat	ENSG00000146094	16213.0	0.85900493	
Panobinostat	ENSG00000146109	16212.0	0.85895194	
Panobinostat	ENSG00000146122	16211.0	0.85889896	
Panobinostat	ENSG00000146143	16210.0	0.85884597	
Panobinostat	ENSG00000146147	16209.0	0.85879298	
Panobinostat	ENSG00000146151	16208.0	0.85874	
Panobinostat	ENSG00000146166	16207.0	0.85868701	
Panobinostat	ENSG00000146192	16206.0	0.85863403	
Panobinostat	ENSG00000146197	16205.0	0.85858104	
Panobinostat	ENSG00000146205	16204.0	0.85852806	
Panobinostat	ENSG00000146215	16203.0	0.85847507	
Panobinostat	ENSG00000146070	16202.0	0.85842208	
Panobinostat	ENSG00000146067	16201.0	0.8583691	
Panobinostat	ENSG00000146066	16200.0	0.85831611	
Panobinostat	ENSG00000146007	16199.0	0.85826313	
Panobinostat	ENSG00000145979	16198.0	0.85821014	
Panobinostat	ENSG00000145982	16197.0	0.85815716	
Panobinostat	ENSG00000145990	16196.0	0.85810417	
Panobinostat	ENSG00000145996	16195.0	0.85805118	
Panobinostat	ENSG00000146005	16194.0	0.8579982	
Panobinostat	ENSG00000146006	16193.0	0.85794521	
Panobinostat	ENSG00000146013	16192.0	0.85789223	
Panobinostat	ENSG00000146063	16191.0	0.85783924	
Panobinostat	ENSG00000146021	16190.0	0.85778626	
Panobinostat	ENSG00000146038	16189.0	0.85773327	
Panobinostat	ENSG00000146039	16188.0	0.85768028	
Panobinostat	ENSG00000146047	16187.0	0.8576273	
Panobinostat	ENSG00000146049	16186.0	0.85757431	
Panobinostat	ENSG00000146054	16185.0	0.85752133	
Panobinostat	ENSG00000146216	16184.0	0.85746834	
Panobinostat	ENSG00000146232	16183.0	0.85741536	
Panobinostat	ENSG00000145949	16182.0	0.85736237	
Panobinostat	ENSG00000146233	16181.0	0.85730938	
Panobinostat	ENSG00000146411	16180.0	0.8572564	
Panobinostat	ENSG00000146414	16179.0	0.85720341	
Panobinostat	ENSG00000146416	16178.0	0.85715043	
Panobinostat	ENSG00000146425	16177.0	0.85709744	
Panobinostat	ENSG00000146426	16176.0	0.85704446	
Panobinostat	ENSG00000146433	16175.0	0.85699147	
Panobinostat	ENSG00000146453	16174.0	0.85693848	
Panobinostat	ENSG00000146457	16173.0	0.8568855	
Panobinostat	ENSG00000146463	16172.0	0.85683251	
Panobinostat	ENSG00000146469	16171.0	0.85677953	
Panobinostat	ENSG00000146476	16170.0	0.85672654	
Panobinostat	ENSG00000146477	16169.0	0.85667355	
Panobinostat	ENSG00000146530	16168.0	0.85662057	
Panobinostat	ENSG00000146535	16167.0	0.85656758	
Panobinostat	ENSG00000146540	16166.0	0.8565146	
Panobinostat	ENSG00000146399	16165.0	0.85646161	
Panobinostat	ENSG00000146385	16164.0	0.85640863	
Panobinostat	ENSG00000146378	16163.0	0.85635564	
Panobinostat	ENSG00000146278	16162.0	0.85630265	
Panobinostat	ENSG00000146242	16161.0	0.85624967	
Panobinostat	ENSG00000146243	16160.0	0.85619668	
Panobinostat	ENSG00000146247	16159.0	0.8561437	
Panobinostat	ENSG00000146250	16158.0	0.85609071	
Panobinostat	ENSG00000146267	16157.0	0.85603773	
Panobinostat	ENSG00000146276	16156.0	0.85598474	
Panobinostat	ENSG00000146281	16155.0	0.85593175	
Panobinostat	ENSG00000146376	16154.0	0.85587877	
Panobinostat	ENSG00000146282	16153.0	0.85582578	
Panobinostat	ENSG00000146285	16152.0	0.8557728	
Panobinostat	ENSG00000146352	16151.0	0.85571981	
Panobinostat	ENSG00000146360	16150.0	0.85566683	
Panobinostat	ENSG00000146373	16149.0	0.85561384	
Panobinostat	ENSG00000146374	16148.0	0.85556085	
Panobinostat	ENSG00000145975	16147.0	0.85550787	
Panobinostat	ENSG00000145945	16146.0	0.85545488	
Panobinostat	ENSG00000147873	16145.0	0.8554019	
Panobinostat	ENSG00000145730	16144.0	0.85534891	
Panobinostat	ENSG00000145623	16143.0	0.85529593	
Panobinostat	ENSG00000145626	16142.0	0.85524294	
Panobinostat	ENSG00000145632	16141.0	0.85518995	
Panobinostat	ENSG00000145649	16140.0	0.85513697	
Panobinostat	ENSG00000145675	16139.0	0.85508398	
Panobinostat	ENSG00000145681	16138.0	0.855031	
Panobinostat	ENSG00000145685	16137.0	0.85497801	
Panobinostat	ENSG00000145687	16136.0	0.85492503	
Panobinostat	ENSG00000145692	16135.0	0.85487204	
Panobinostat	ENSG00000145700	16134.0	0.85481905	
Panobinostat	ENSG00000145703	16133.0	0.85476607	
Panobinostat	ENSG00000145708	16132.0	0.85471308	
Panobinostat	ENSG00000145715	16131.0	0.8546601	
Panobinostat	ENSG00000145721	16130.0	0.85460711	
Panobinostat	ENSG00000145723	16129.0	0.85455412	
Panobinostat	ENSG00000145604	16128.0	0.85450114	
Panobinostat	ENSG00000145569	16127.0	0.85444815	
Panobinostat	ENSG00000145555	16126.0	0.85439517	
Panobinostat	ENSG00000145431	16125.0	0.85434218	
Panobinostat	ENSG00000145388	16124.0	0.8542892	
Panobinostat	ENSG00000145390	16123.0	0.85423621	
Panobinostat	ENSG00000145391	16122.0	0.85418322	
Panobinostat	ENSG00000145414	16121.0	0.85413024	
Panobinostat	ENSG00000145423	16120.0	0.85407725	
Panobinostat	ENSG00000145428	16119.0	0.85402427	
Panobinostat	ENSG00000145439	16118.0	0.85397128	
Panobinostat	ENSG00000145545	16117.0	0.8539183	
Panobinostat	ENSG00000145451	16116.0	0.85386531	
Panobinostat	ENSG00000145476	16115.0	0.85381232	
Panobinostat	ENSG00000145491	16114.0	0.85375934	
Panobinostat	ENSG00000145494	16113.0	0.85370635	
Panobinostat	ENSG00000145526	16112.0	0.85365337	
Panobinostat	ENSG00000145536	16111.0	0.85360038	
Panobinostat	ENSG00000145725	16110.0	0.8535474	
Panobinostat	ENSG00000145740	16109.0	0.85349441	
Panobinostat	ENSG00000145936	16108.0	0.85344142	
Panobinostat	ENSG00000145741	16107.0	0.85338844	
Panobinostat	ENSG00000145861	16106.0	0.85333545	
Panobinostat	ENSG00000145863	16105.0	0.85328247	
Panobinostat	ENSG00000145864	16104.0	0.85322948	
Panobinostat	ENSG00000145868	16103.0	0.8531765	
Panobinostat	ENSG00000145879	16102.0	0.85312351	
Panobinostat	ENSG00000145882	16101.0	0.85307052	
Panobinostat	ENSG00000145888	16100.0	0.85301754	
Panobinostat	ENSG00000145901	16099.0	0.85296455	
Panobinostat	ENSG00000145907	16098.0	0.85291157	
Panobinostat	ENSG00000145908	16097.0	0.85285858	
Panobinostat	ENSG00000145911	16096.0	0.8528056	
Panobinostat	ENSG00000145912	16095.0	0.85275261	
Panobinostat	ENSG00000145916	16094.0	0.85269962	
Panobinostat	ENSG00000145919	16093.0	0.85264664	
Panobinostat	ENSG00000145920	16092.0	0.85259365	
Panobinostat	ENSG00000145860	16091.0	0.85254067	
Panobinostat	ENSG00000145850	16090.0	0.85248768	
Panobinostat	ENSG00000145839	16089.0	0.8524347	
Panobinostat	ENSG00000145782	16088.0	0.85238171	
Panobinostat	ENSG00000145743	16087.0	0.85232872	
Panobinostat	ENSG00000145757	16086.0	0.85227574	
Panobinostat	ENSG00000145777	16085.0	0.85222275	
Panobinostat	ENSG00000145779	16084.0	0.85216977	
Panobinostat	ENSG00000145780	16083.0	0.85211678	
Panobinostat	ENSG00000145781	16082.0	0.85206379	
Panobinostat	ENSG00000145794	16081.0	0.85201081	
Panobinostat	ENSG00000145833	16080.0	0.85195782	
Panobinostat	ENSG00000145808	16079.0	0.85190484	
Panobinostat	ENSG00000145817	16078.0	0.85185185	
Panobinostat	ENSG00000145819	16077.0	0.85179887	
Panobinostat	ENSG00000145824	16076.0	0.85174588	
Panobinostat	ENSG00000145826	16075.0	0.85169289	
Panobinostat	ENSG00000145832	16074.0	0.85163991	
Panobinostat	ENSG00000146555	16073.0	0.85158692	
Panobinostat	ENSG00000146576	16072.0	0.85153394	
Panobinostat	ENSG00000146587	16071.0	0.85148095	
Panobinostat	ENSG00000147548	16070.0	0.85142797	
Panobinostat	ENSG00000147439	16069.0	0.85137498	
Panobinostat	ENSG00000147443	16068.0	0.85132199	
Panobinostat	ENSG00000147454	16067.0	0.85126901	
Panobinostat	ENSG00000147457	16066.0	0.85121602	
Panobinostat	ENSG00000147459	16065.0	0.85116304	
Panobinostat	ENSG00000147465	16064.0	0.85111005	
Panobinostat	ENSG00000147471	16063.0	0.85105707	
Panobinostat	ENSG00000147475	16062.0	0.85100408	
Panobinostat	ENSG00000147481	16061.0	0.85095109	
Panobinostat	ENSG00000147485	16060.0	0.85089811	
Panobinostat	ENSG00000147488	16059.0	0.85084512	
Panobinostat	ENSG00000147509	16058.0	0.85079214	
Panobinostat	ENSG00000147526	16057.0	0.85073915	
Panobinostat	ENSG00000147533	16056.0	0.85068617	
Panobinostat	ENSG00000147535	16055.0	0.85063318	
Panobinostat	ENSG00000147437	16054.0	0.85058019	
Panobinostat	ENSG00000147434	16053.0	0.85052721	
Panobinostat	ENSG00000147432	16052.0	0.85047422	
Panobinostat	ENSG00000147381	16051.0	0.85042124	
Panobinostat	ENSG00000147256	16050.0	0.85036825	
Panobinostat	ENSG00000147274	16049.0	0.85031527	
Panobinostat	ENSG00000147316	16048.0	0.85026228	
Panobinostat	ENSG00000147324	16047.0	0.85020929	
Panobinostat	ENSG00000147364	16046.0	0.85015631	
Panobinostat	ENSG00000147378	16045.0	0.85010332	
Panobinostat	ENSG00000147383	16044.0	0.85005034	
Panobinostat	ENSG00000147421	16043.0	0.84999735	
Panobinostat	ENSG00000147394	16042.0	0.84994436	
Panobinostat	ENSG00000147400	16041.0	0.84989138	
Panobinostat	ENSG00000147403	16040.0	0.84983839	
Panobinostat	ENSG00000147408	16039.0	0.84978541	
Panobinostat	ENSG00000147416	16038.0	0.84973242	
Panobinostat	ENSG00000147419	16037.0	0.84967944	
Panobinostat	ENSG00000147536	16036.0	0.84962645	
Panobinostat	ENSG00000147570	16035.0	0.84957346	
Panobinostat	ENSG00000146592	16034.0	0.84952048	
Panobinostat	ENSG00000147571	16033.0	0.84946749	
Panobinostat	ENSG00000147677	16032.0	0.84941451	
Panobinostat	ENSG00000147679	16031.0	0.84936152	
Panobinostat	ENSG00000147684	16030.0	0.84930854	
Panobinostat	ENSG00000147689	16029.0	0.84925555	
Panobinostat	ENSG00000147697	16028.0	0.84920256	
Panobinostat	ENSG00000147724	16027.0	0.84914958	
Panobinostat	ENSG00000147789	16026.0	0.84909659	
Panobinostat	ENSG00000147799	16025.0	0.84904361	
Panobinostat	ENSG00000147804	16024.0	0.84899062	
Panobinostat	ENSG00000147852	16023.0	0.84893764	
Panobinostat	ENSG00000147853	16022.0	0.84888465	
Panobinostat	ENSG00000147854	16021.0	0.84883166	
Panobinostat	ENSG00000147862	16020.0	0.84877868	
Panobinostat	ENSG00000147869	16019.0	0.84872569	
Panobinostat	ENSG00000147872	16018.0	0.84867271	
Panobinostat	ENSG00000147676	16017.0	0.84861972	
Panobinostat	ENSG00000147669	16016.0	0.84856674	
Panobinostat	ENSG00000147655	16015.0	0.84851375	
Panobinostat	ENSG00000147601	16014.0	0.84846076	
Panobinostat	ENSG00000147573	16013.0	0.84840778	
Panobinostat	ENSG00000147576	16012.0	0.84835479	
Panobinostat	ENSG00000147586	16011.0	0.84830181	
Panobinostat	ENSG00000147588	16010.0	0.84824882	
Panobinostat	ENSG00000147592	16009.0	0.84819584	
Panobinostat	ENSG00000147596	16008.0	0.84814285	
Panobinostat	ENSG00000147606	16007.0	0.84808986	
Panobinostat	ENSG00000147654	16006.0	0.84803688	
Panobinostat	ENSG00000147613	16005.0	0.84798389	
Panobinostat	ENSG00000147614	16004.0	0.84793091	
Panobinostat	ENSG00000147642	16003.0	0.84787792	
Panobinostat	ENSG00000147647	16002.0	0.84782494	
Panobinostat	ENSG00000147649	16001.0	0.84777195	
Panobinostat	ENSG00000147650	16000.0	0.84771896	
Panobinostat	ENSG00000147255	15999.0	0.84766598	
Panobinostat	ENSG00000147251	15998.0	0.84761299	
Panobinostat	ENSG00000147246	15997.0	0.84756001	
Panobinostat	ENSG00000147234	15996.0	0.84750702	
Panobinostat	ENSG00000146830	15995.0	0.84745403	
Panobinostat	ENSG00000146833	15994.0	0.84740105	
Panobinostat	ENSG00000146834	15993.0	0.84734806	
Panobinostat	ENSG00000146839	15992.0	0.84729508	
Panobinostat	ENSG00000146842	15991.0	0.84724209	
Panobinostat	ENSG00000146856	15990.0	0.84718911	
Panobinostat	ENSG00000146858	15989.0	0.84713612	
Panobinostat	ENSG00000146859	15988.0	0.84708313	
Panobinostat	ENSG00000146872	15987.0	0.84703015	
Panobinostat	ENSG00000146904	15986.0	0.84697716	
Panobinostat	ENSG00000146909	15985.0	0.84692418	
Panobinostat	ENSG00000146910	15984.0	0.84687119	
Panobinostat	ENSG00000146918	15983.0	0.84681821	
Panobinostat	ENSG00000146926	15982.0	0.84676522	
Panobinostat	ENSG00000146938	15981.0	0.84671223	
Panobinostat	ENSG00000146828	15980.0	0.84665925	
Panobinostat	ENSG00000146826	15979.0	0.84660626	
Panobinostat	ENSG00000146809	15978.0	0.84655328	
Panobinostat	ENSG00000146678	15977.0	0.84650029	
Panobinostat	ENSG00000146618	15976.0	0.84644731	
Panobinostat	ENSG00000146648	15975.0	0.84639432	
Panobinostat	ENSG00000146666	15974.0	0.84634133	
Panobinostat	ENSG00000146670	15973.0	0.84628835	
Panobinostat	ENSG00000146674	15972.0	0.84623536	
Panobinostat	ENSG00000146676	15971.0	0.84618238	
Panobinostat	ENSG00000146701	15970.0	0.84612939	
Panobinostat	ENSG00000146802	15969.0	0.84607641	
Panobinostat	ENSG00000146729	15968.0	0.84602342	
Panobinostat	ENSG00000146731	15967.0	0.84597043	
Panobinostat	ENSG00000146733	15966.0	0.84591745	
Panobinostat	ENSG00000146755	15965.0	0.84586446	
Panobinostat	ENSG00000146757	15964.0	0.84581148	
Panobinostat	ENSG00000146776	15963.0	0.84575849	
Panobinostat	ENSG00000146950	15962.0	0.84570551	
Panobinostat	ENSG00000146966	15961.0	0.84565252	
Panobinostat	ENSG00000147003	15960.0	0.84559953	
Panobinostat	ENSG00000147168	15959.0	0.84554655	
Panobinostat	ENSG00000147144	15958.0	0.84549356	
Panobinostat	ENSG00000147145	15957.0	0.84544058	
Panobinostat	ENSG00000147155	15956.0	0.84538759	
Panobinostat	ENSG00000147162	15955.0	0.8453346	
Panobinostat	ENSG00000147164	15954.0	0.84528162	
Panobinostat	ENSG00000147166	15953.0	0.84522863	
Panobinostat	ENSG00000147174	15952.0	0.84517565	
Panobinostat	ENSG00000147138	15951.0	0.84512266	
Panobinostat	ENSG00000147180	15950.0	0.84506968	
Panobinostat	ENSG00000147183	15949.0	0.84501669	
Panobinostat	ENSG00000147202	15948.0	0.8449637	
Panobinostat	ENSG00000147206	15947.0	0.84491072	
Panobinostat	ENSG00000147223	15946.0	0.84485773	
Panobinostat	ENSG00000147231	15945.0	0.84480475	
Panobinostat	ENSG00000147140	15944.0	0.84475176	
Panobinostat	ENSG00000147133	15943.0	0.84469878	
Panobinostat	ENSG00000147010	15942.0	0.84464579	
Panobinostat	ENSG00000147082	15941.0	0.8445928	
Panobinostat	ENSG00000147027	15940.0	0.84453982	
Panobinostat	ENSG00000147041	15939.0	0.84448683	
Panobinostat	ENSG00000147044	15938.0	0.84443385	
Panobinostat	ENSG00000147050	15937.0	0.84438086	
Panobinostat	ENSG00000147065	15936.0	0.84432788	
Panobinostat	ENSG00000147081	15935.0	0.84427489	
Panobinostat	ENSG00000147099	15934.0	0.8442219	
Panobinostat	ENSG00000147130	15933.0	0.84416892	
Panobinostat	ENSG00000147100	15932.0	0.84411593	
Panobinostat	ENSG00000147113	15931.0	0.84406295	
Panobinostat	ENSG00000147118	15930.0	0.84400996	
Panobinostat	ENSG00000147119	15929.0	0.84395698	
Panobinostat	ENSG00000147123	15928.0	0.84390399	
Panobinostat	ENSG00000147124	15927.0	0.843851	
Panobinostat	ENSG00000151208	15926.0	0.84379802	
Panobinostat	ENSG00000151229	15925.0	0.84374503	
Panobinostat	ENSG00000136878	15924.0	0.84369205	
Panobinostat	ENSG00000155097	15923.0	0.84363906	
Panobinostat	ENSG00000154920	15922.0	0.84358608	
Panobinostat	ENSG00000154928	15921.0	0.84353309	
Panobinostat	ENSG00000154930	15920.0	0.8434801	
Panobinostat	ENSG00000154945	15919.0	0.84342712	
Panobinostat	ENSG00000154957	15918.0	0.84337413	
Panobinostat	ENSG00000154975	15917.0	0.84332115	
Panobinostat	ENSG00000155008	15916.0	0.84326816	
Panobinostat	ENSG00000155011	15915.0	0.84321518	
Panobinostat	ENSG00000155016	15914.0	0.84316219	
Panobinostat	ENSG00000155034	15913.0	0.8431092	
Panobinostat	ENSG00000155052	15912.0	0.84305622	
Panobinostat	ENSG00000155066	15911.0	0.84300323	
Panobinostat	ENSG00000155087	15910.0	0.84295025	
Panobinostat	ENSG00000155090	15909.0	0.84289726	
Panobinostat	ENSG00000155093	15908.0	0.84284427	
Panobinostat	ENSG00000154917	15907.0	0.84279129	
Panobinostat	ENSG00000154914	15906.0	0.8427383	
Panobinostat	ENSG00000154889	15905.0	0.84268532	
Panobinostat	ENSG00000154803	15904.0	0.84263233	
Panobinostat	ENSG00000154734	15903.0	0.84257935	
Panobinostat	ENSG00000154736	15902.0	0.84252636	
Panobinostat	ENSG00000154743	15901.0	0.84247337	
Panobinostat	ENSG00000154760	15900.0	0.84242039	
Panobinostat	ENSG00000154764	15899.0	0.8423674	
Panobinostat	ENSG00000154783	15898.0	0.84231442	
Panobinostat	ENSG00000154813	15897.0	0.84226143	
Panobinostat	ENSG00000154864	15896.0	0.84220845	
Panobinostat	ENSG00000154814	15895.0	0.84215546	
Panobinostat	ENSG00000154822	15894.0	0.84210247	
Panobinostat	ENSG00000154832	15893.0	0.84204949	
Panobinostat	ENSG00000154839	15892.0	0.8419965	
Panobinostat	ENSG00000154845	15891.0	0.84194352	
Panobinostat	ENSG00000154856	15890.0	0.84189053	
Panobinostat	ENSG00000155096	15889.0	0.84183755	
Panobinostat	ENSG00000155099	15888.0	0.84178456	
Panobinostat	ENSG00000154723	15887.0	0.84173157	
Panobinostat	ENSG00000155100	15886.0	0.84167859	
Panobinostat	ENSG00000155367	15885.0	0.8416256	
Panobinostat	ENSG00000155368	15884.0	0.84157262	
Panobinostat	ENSG00000155380	15883.0	0.84151963	
Panobinostat	ENSG00000155393	15882.0	0.84146665	
Panobinostat	ENSG00000155463	15881.0	0.84141366	
Panobinostat	ENSG00000155465	15880.0	0.84136067	
Panobinostat	ENSG00000155495	15879.0	0.84130769	
Panobinostat	ENSG00000155506	15878.0	0.8412547	
Panobinostat	ENSG00000155508	15877.0	0.84120172	
Panobinostat	ENSG00000155511	15876.0	0.84114873	
Panobinostat	ENSG00000155530	15875.0	0.84109575	
Panobinostat	ENSG00000155542	15874.0	0.84104276	
Panobinostat	ENSG00000155545	15873.0	0.84098977	
Panobinostat	ENSG00000155561	15872.0	0.84093679	
Panobinostat	ENSG00000155592	15871.0	0.8408838	
Panobinostat	ENSG00000155366	15870.0	0.84083082	
Panobinostat	ENSG00000155363	15869.0	0.84077783	
Panobinostat	ENSG00000155330	15868.0	0.84072485	
Panobinostat	ENSG00000155256	15867.0	0.84067186	
Panobinostat	ENSG00000155111	15866.0	0.84061887	
Panobinostat	ENSG00000155158	15865.0	0.84056589	
Panobinostat	ENSG00000155189	15864.0	0.8405129	
Panobinostat	ENSG00000155229	15863.0	0.84045992	
Panobinostat	ENSG00000155252	15862.0	0.84040693	
Panobinostat	ENSG00000155254	15861.0	0.84035394	
Panobinostat	ENSG00000155265	15860.0	0.84030096	
Panobinostat	ENSG00000155329	15859.0	0.84024797	
Panobinostat	ENSG00000155269	15858.0	0.84019499	
Panobinostat	ENSG00000155287	15857.0	0.840142	
Panobinostat	ENSG00000155304	15856.0	0.84008902	
Panobinostat	ENSG00000155307	15855.0	0.84003603	
Panobinostat	ENSG00000155313	15854.0	0.83998304	
Panobinostat	ENSG00000155324	15853.0	0.83993006	
Panobinostat	ENSG00000154727	15852.0	0.83987707	
Panobinostat	ENSG00000154721	15851.0	0.83982409	
Panobinostat	ENSG00000154059	15850.0	0.8397711	
Panobinostat	ENSG00000154309	15849.0	0.83971812	
Panobinostat	ENSG00000154175	15848.0	0.83966513	
Panobinostat	ENSG00000154188	15847.0	0.83961214	
Panobinostat	ENSG00000154198	15846.0	0.83955916	
Panobinostat	ENSG00000154217	15845.0	0.83950617	
Panobinostat	ENSG00000154222	15844.0	0.83945319	
Panobinostat	ENSG00000154227	15843.0	0.8394002	
Panobinostat	ENSG00000154229	15842.0	0.83934722	
Panobinostat	ENSG00000154237	15841.0	0.83929423	
Panobinostat	ENSG00000154240	15840.0	0.83924124	
Panobinostat	ENSG00000154258	15839.0	0.83918826	
Panobinostat	ENSG00000154262	15838.0	0.83913527	
Panobinostat	ENSG00000154265	15837.0	0.83908229	
Panobinostat	ENSG00000154269	15836.0	0.8390293	
Panobinostat	ENSG00000154274	15835.0	0.83897632	
Panobinostat	ENSG00000154277	15834.0	0.83892333	
Panobinostat	ENSG00000154174	15833.0	0.83887034	
Panobinostat	ENSG00000154165	15832.0	0.83881736	
Panobinostat	ENSG00000154162	15831.0	0.83876437	
Panobinostat	ENSG00000154118	15830.0	0.83871139	
Panobinostat	ENSG00000154079	15829.0	0.8386584	
Panobinostat	ENSG00000154080	15828.0	0.83860542	
Panobinostat	ENSG00000154096	15827.0	0.83855243	
Panobinostat	ENSG00000154099	15826.0	0.83849944	
Panobinostat	ENSG00000154102	15825.0	0.83844646	
Panobinostat	ENSG00000154114	15824.0	0.83839347	
Panobinostat	ENSG00000154122	15823.0	0.83834049	
Panobinostat	ENSG00000154153	15822.0	0.8382875	
Panobinostat	ENSG00000154127	15821.0	0.83823451	
Panobinostat	ENSG00000154133	15820.0	0.83818153	
Panobinostat	ENSG00000154134	15819.0	0.83812854	
Panobinostat	ENSG00000154143	15818.0	0.83807556	
Panobinostat	ENSG00000154144	15817.0	0.83802257	
Panobinostat	ENSG00000154146	15816.0	0.83796959	
Panobinostat	ENSG00000154305	15815.0	0.8379166	
Panobinostat	ENSG00000154310	15814.0	0.83786361	
Panobinostat	ENSG00000154719	15813.0	0.83781063	
Panobinostat	ENSG00000154316	15812.0	0.83775764	
Panobinostat	ENSG00000154553	15811.0	0.83770466	
Panobinostat	ENSG00000154556	15810.0	0.83765167	
Panobinostat	ENSG00000154582	15809.0	0.83759869	
Panobinostat	ENSG00000154589	15808.0	0.8375457	
Panobinostat	ENSG00000154611	15807.0	0.83749271	
Panobinostat	ENSG00000154620	15806.0	0.83743973	
Panobinostat	ENSG00000154639	15805.0	0.83738674	
Panobinostat	ENSG00000154640	15804.0	0.83733376	
Panobinostat	ENSG00000154642	15803.0	0.83728077	
Panobinostat	ENSG00000154645	15802.0	0.83722779	
Panobinostat	ENSG00000154646	15801.0	0.8371748	
Panobinostat	ENSG00000154654	15800.0	0.83712181	
Panobinostat	ENSG00000154655	15799.0	0.83706883	
Panobinostat	ENSG00000154678	15798.0	0.83701584	
Panobinostat	ENSG00000154710	15797.0	0.83696286	
Panobinostat	ENSG00000154548	15796.0	0.83690987	
Panobinostat	ENSG00000154518	15795.0	0.83685689	
Panobinostat	ENSG00000154511	15794.0	0.8368039	
Panobinostat	ENSG00000154380	15793.0	0.83675091	
Panobinostat	ENSG00000154319	15792.0	0.83669793	
Panobinostat	ENSG00000154328	15791.0	0.83664494	
Panobinostat	ENSG00000154330	15790.0	0.83659196	
Panobinostat	ENSG00000154358	15789.0	0.83653897	
Panobinostat	ENSG00000154359	15788.0	0.83648599	
Panobinostat	ENSG00000154370	15787.0	0.836433	
Panobinostat	ENSG00000154415	15786.0	0.83638001	
Panobinostat	ENSG00000154493	15785.0	0.83632703	
Panobinostat	ENSG00000154438	15784.0	0.83627404	
Panobinostat	ENSG00000154447	15783.0	0.83622106	
Panobinostat	ENSG00000154451	15782.0	0.83616807	
Panobinostat	ENSG00000154473	15781.0	0.83611509	
Panobinostat	ENSG00000154478	15780.0	0.8360621	
Panobinostat	ENSG00000154485	15779.0	0.83600911	
Panobinostat	ENSG00000155621	15778.0	0.83595613	
Panobinostat	ENSG00000155629	15777.0	0.83590314	
Panobinostat	ENSG00000155636	15776.0	0.83585016	
Panobinostat	ENSG00000156671	15775.0	0.83579717	
Panobinostat	ENSG00000156508	15774.0	0.83574418	
Panobinostat	ENSG00000156509	15773.0	0.8356912	
Panobinostat	ENSG00000156510	15772.0	0.83563821	
Panobinostat	ENSG00000156515	15771.0	0.83558523	
Panobinostat	ENSG00000156521	15770.0	0.83553224	
Panobinostat	ENSG00000156531	15769.0	0.83547926	
Panobinostat	ENSG00000156535	15768.0	0.83542627	
Panobinostat	ENSG00000156564	15767.0	0.83537328	
Panobinostat	ENSG00000156574	15766.0	0.8353203	
Panobinostat	ENSG00000156575	15765.0	0.83526731	
Panobinostat	ENSG00000156587	15764.0	0.83521433	
Panobinostat	ENSG00000156599	15763.0	0.83516134	
Panobinostat	ENSG00000156603	15762.0	0.83510836	
